merchant_group,merchant_name,cc_type,cc_code
Consulting,"Russell, Santos and Gibson chi",POS_SNH,20041
Finance,"Bolton, Gilbert and Gomez zdu",Auto_NXC,24965
Software,Harris-Lewis byh,Auto_UNU,20636
Healthcare,Murray-Jenkins enm,Transfer_EQV,23883
Manufacturing,Nguyen LLC idf,Transfer_GOO,21070
Travel,Holmes Ltd dde,Wire_ZYW,27619
Healthcare,"Stout, Anderson and Murphy sak",Fee_FPI,23814
Travel,"Mitchell, Rivers and Beasley gok",Transfer_EQV,28867
Construction,"Brown, Brown and Boyle dev",Auto_NXC,24965
Construction,Wilson PLC pum,Auto_NXC,23883
Telecom,"Franklin, Hudson and Diaz qrc",Auto_NXC,24965
Software,Jackson LLC zzc,Auto_YDJ,22489
Consulting,"Foley, Kennedy and Miller kym",Auto_UNU,20636
Manufacturing,Cline LLC sur,POS_TYB,29810
Manufacturing,Jordan-Vaughn ioo,Transfer_GOO,25110
Travel,Hamilton Inc kja,POS_TYB,29810
Healthcare,"Roberts, Phelps and Fisher wtr",Fee_FPI,23814
Telecom,Baldwin-Smith kmn,Auto_YDJ,22489
Construction,Suarez and Sons ege,POS_JAR,27257
Finance,Barnes and Sons xcc,Transfer_EQV,28867
Manufacturing,Phillips-Obrien fau,POS_TYB,22489
Telecom,Jones PLC bwr,ACH_CPG,22342
Finance,Hall Ltd fip,POS_JAR,27257
Construction,Ballard-Maddox dxi,POS_TYB,22489
Software,Jones-Sharp foi,Auto_NXC,24965
Telecom,Walker LLC ryd,Fee_FPI,23814
Software,Harvey-Figueroa ppw,POS_TYB,25337
Telecom,Mcgrath-Brewer jkw,POS_TYB,22489
Manufacturing,Knapp-Miller zgd,POS_JAR,25936
Software,Walters Group pmd,Fee_FPI,23814
Healthcare,Ingram Inc imh,POS_SNH,29182
Dining,Barton-Gonzales qhm,POS_JAR,25936
Dining,Walters Group ald,POS_JAR,27805
Consulting,King Group ycx,Auto_UNU,20636
Software,Harris-Lewis byh,Auto_UNU,20636
Telecom,Thomas LLC pjl,Fee_FPI,24453
Finance,Houston-Aguilar gxq,POS_JAR,27805
Consulting,"Preston, Singh and Williams iwv",Auto_NXC,23883
Construction,"Brooks, Fisher and Hale xsh",POS_JAR,25936
Manufacturing,Powell PLC anc,POS_SNH,24334
Construction,Sanchez-Lowe onl,Auto_UNU,20636
Travel,Rodriguez PLC kgo,Transfer_EQV,28867
Software,Walters Group pmd,Fee_FPI,23814
Consulting,"Henry, Stevens and Williams uct",Auto_YDJ,26462
Telecom,Parker-Woods wam,Transfer_GOO,25110
Manufacturing,"Flores, Edwards and Mcdowell eju",Wire_GZU,23588
Consulting,"Kelley, Pham and Benson fza",Auto_NXC,24334
Software,Cox PLC mmm,POS_JAR,25936
Telecom,Mcgrath-Brewer jkw,POS_TYB,22489
Finance,Wright-Sutton pjq,POS_TYB,25337
Healthcare,"Johnson, Carlson and Adams aac",POS_TYB,27805
Education,"Strong, Reyes and Mitchell lqm",ACH_CPG,22342
Construction,"Jones, Walters and Reyes nxl",POS_SNH,27628
Finance,Freeman Ltd qxq,Auto_YDJ,22489
Telecom,"Stokes, Johnson and Carter tzl",POS_SNH,23701
Manufacturing,Jordan-Jones qcs,ACH_CPG,22342
Manufacturing,Rowe and Sons pqj,POS_TYB,29810
Telecom,"Obrien, Daniel and Cole yck",Transfer_EQV,23883
Finance,Thompson Inc hkh,POS_SNH,23701
Finance,Moore-Smith wkb,POS_JAR,27805
Education,Rogers-Gay pgn,Auto_NXC,23883
Manufacturing,Johnson-Choi viw,POS_TYB,22489
Healthcare,Reyes-Browning civ,Auto_NXC,24334
Dining,Knapp Group xtj,Fee_FPI,26002
Healthcare,"Johnson, Thomas and Elliott udp",POS_TYB,25337
Education,"Cole, Silva and Hill irk",POS_TYB,27805
Manufacturing,Davis Ltd gtd,POS_SNH,29182
Education,Castro Group uom,POS_TYB,29810
Manufacturing,Ortiz-Morris sum,POS_JAR,25936
Healthcare,"Fowler, Grant and Kirby hgx",Auto_UNU,20636
Construction,"Serrano, Reynolds and Schneider avl",Fee_FPI,26002
Education,Perez and Sons tbc,Wire_GZU,23588
Construction,Jensen PLC epq,ACH_CPG,22342
Telecom,Baldwin-Smith kmn,Auto_YDJ,22489
Consulting,"Martinez, Hoover and Park cqe",Auto_NXC,23883
Software,"Cohen, Martinez and Ross dbf",POS_JAR,27257
Travel,Hamilton Inc kja,POS_TYB,29810
Consulting,Wiggins LLC rhh,Wire_GZU,28996
Dining,"Martin, Black and Lowery vrc",POS_TYB,29810
Telecom,Turner-Parker rda,POS_SNH,27628
Telecom,Hunt-Skinner pgr,POS_SNH,23701
Construction,"Garrett, Farmer and Mccann mly",Auto_YDJ,26462
Travel,Brown and Sons aft,POS_TYB,29810
Software,Martin-Williams vpr,POS_TYB,25337
Construction,"Black, Bolton and Spencer ihd",POS_TYB,25337
Finance,"Bolton, Gilbert and Gomez zdu",Auto_NXC,24965
Software,"Miranda, Pace and Robinson ago",ACH_CPG,23588
Travel,Nolan Ltd mjt,POS_SNH,27628
Finance,Charles LLC nmj,POS_JAR,25936
Telecom,Norman-Petersen ply,POS_JAR,25936
Travel,Johnson-Spence gnp,POS_SNH,24334
Travel,"Mitchell, Rivers and Beasley gok",Transfer_EQV,28867
Finance,Barnes and Sons xcc,Transfer_EQV,28867
Software,"Watson, Ford and Jones awo",Wire_GZU,28996
Dining,Barrera-Moore bwv,Auto_NXC,24965
Telecom,Perez and Sons ehm,Transfer_EQV,28867
Education,Kane PLC bms,POS_TYB,29810
Manufacturing,Hamilton Inc fcd,POS_JAR,25936
Finance,Harris-Holt pri,POS_SNH,20041
Dining,"Peters, Robinson and Mitchell ffg",Wire_GZU,23588
Telecom,Ryan LLC yvg,POS_SNH,20041
Software,"Jones, Orozco and Hernandez srt",Transfer_GOO,21070
Travel,Brown and Sons aft,POS_TYB,29810
Education,Lawrence-Johnson ysn,POS_TYB,22489
Manufacturing,"Rodriguez, Figueroa and Gray jzi",Auto_NXC,24334
Consulting,Stuart LLC ygi,Transfer_EQV,28867
Software,Gray PLC tdy,Transfer_GOO,25110
Healthcare,Schmidt PLC pqb,Auto_YDJ,22489
Manufacturing,"Flores, Edwards and Mcdowell eju",Wire_GZU,23588
Telecom,Davis Group psh,Wire_ZYW,27619
Manufacturing,Whitaker PLC wbb,Auto_YDJ,26462
Finance,Mcgee-Stephenson euh,POS_JAR,27805
Dining,Drake-Sanders dil,Transfer_GOO,21070
Telecom,Johnson-Allison afl,Transfer_EQV,28867
Construction,"Lee, Rodriguez and Erickson brc",POS_SNH,27628
Telecom,Lee Inc swj,Auto_NXC,24334
Healthcare,"Roberts, Phelps and Fisher wtr",Fee_FPI,23814
Finance,Valencia-Smith xmz,Auto_YDJ,22489
Telecom,"Gay, Bird and Rogers atb",Transfer_EQV,28867
Manufacturing,Davis Ltd gtd,POS_SNH,29182
Education,"Richardson, Cooke and Armstrong uaj",Transfer_EQV,28867
Education,Jones-Robbins jwu,Transfer_GOO,21070
Education,"Friedman, Smith and Gonzales ojy",Fee_FPI,26002
Travel,"Freeman, Rowe and Frank epv",POS_SNH,20041
Finance,"Harris, Santiago and Hughes pxa",Auto_NXC,24965
Manufacturing,"Murphy, Taylor and Baker mqi",ACH_CPG,22342
Healthcare,"Crawford, Farrell and Cook txc",POS_TYB,27805
Software,"Martinez, Hill and Dorsey iza",Fee_FPI,23814
Construction,"King, Hoover and Wright gvm",POS_SNH,29182
Telecom,Murphy Ltd cin,Fee_FPI,26002
Healthcare,Reyes-Browning civ,Auto_NXC,24334
Construction,"Ashley, Burgess and Anderson hye",Auto_NXC,24965
Education,Reed PLC xpu,Wire_GZU,28996
Manufacturing,Palmer PLC tcw,Transfer_GOO,21070
Healthcare,Murray-Jenkins enm,Transfer_EQV,23883
Dining,"Young, Gonzalez and Thomas kyd",POS_JAR,27257
Education,"Wilson, Beard and Rhodes poh",Fee_FPI,26002
Construction,"Reid, Scott and Powers vqr",Wire_GZU,28996
Manufacturing,Murray Inc blf,POS_SNH,20041
Dining,"Smith, Frye and Henry upy",Transfer_EQV,28867
Consulting,"Tapia, Gutierrez and Brewer ckp",Auto_YDJ,26462
Software,"Turner, Martin and Cordova cuq",POS_TYB,27805
Finance,Harrison-Henderson sni,POS_JAR,27257
Manufacturing,Hatfield Inc cnb,Fee_FPI,24453
Finance,Garcia PLC chl,Transfer_EQV,28867
Software,Alexander-Flores mpx,Wire_GZU,28996
Travel,Brewer-Gaines kmi,POS_SNH,27628
Dining,"Dunn, Collins and Baird fcs",ACH_CPG,22342
Construction,"Allen, Hunter and Ramsey cpt",POS_TYB,22489
Manufacturing,Nguyen LLC idf,Transfer_GOO,21070
Consulting,Frazier Inc lwu,Wire_ZYW,27619
Telecom,Harris and Sons zrd,Auto_YDJ,22489
Software,Paul-Saunders mbh,Auto_UNU,20636
Software,"Watson, Ford and Jones awo",Wire_GZU,28996
Consulting,"Jackson, Pacheco and Bird qtv",Wire_GZU,28996
Consulting,Stuart LLC ygi,Transfer_EQV,28867
Finance,Malone PLC oji,POS_TYB,25337
Software,Foster and Sons vcq,ACH_CPG,23588
Travel,Brown and Sons aft,POS_TYB,29810
Healthcare,Patterson-Gardner qfj,Fee_FPI,24453
Education,"Griffin, Frazier and Henderson ftp",POS_TYB,22489
Telecom,Mclaughlin Inc ngi,Auto_NXC,24965
Travel,"French, Rogers and Williams ixj",Auto_YDJ,26462
Education,"Cole, Silva and Hill irk",POS_TYB,27805
Dining,"Young, Gonzalez and Thomas kyd",POS_JAR,27257
Dining,Knapp Group xtj,Fee_FPI,26002
Telecom,Murphy Ltd cin,Fee_FPI,26002
Healthcare,Murray-Jenkins enm,Transfer_EQV,23883
Software,"Turner, Martin and Cordova cuq",POS_TYB,27805
Consulting,Hardy-Bailey iim,POS_SNH,23701
Software,Hudson-Kim wop,Auto_NXC,23883
Dining,Spencer-Taylor egi,ACH_CPG,22342
Education,Palmer Group mlv,POS_JAR,27805
Finance,Wright Inc bqg,POS_TYB,27805
Education,Gallegos Group lci,POS_SNH,29182
Manufacturing,Miller PLC zun,POS_JAR,27257
Finance,Hernandez-Rice axn,Transfer_EQV,23883
Healthcare,"Williams, Lewis and Patterson jzb",POS_SNH,24334
Telecom,Ryan LLC yvg,POS_SNH,20041
Consulting,Moore-Austin xqh,Fee_FPI,23814
Healthcare,Sullivan Ltd rvr,Wire_GZU,28996
Finance,"Rios, Key and Green ydm",Fee_FPI,24453
Software,Foster and Sons vcq,ACH_CPG,23588
Finance,Jones Ltd aye,Fee_FPI,24453
Construction,"Reynolds, Dickson and Ramsey fry",POS_TYB,27805
Healthcare,Wright-Martin yry,POS_SNH,24334
Education,Castro Group uom,POS_TYB,29810
Software,Rodriguez LLC aet,Fee_FPI,26002
Finance,Diaz LLC vpb,POS_SNH,20041
Healthcare,Wood-Spencer xoi,ACH_CPG,23588
Finance,Moore-Smith wkb,POS_JAR,27805
Software,Jones-Sharp foi,Auto_NXC,24965
Healthcare,"Hall, Sharp and Holloway kkx",Fee_FPI,24453
Manufacturing,"Flores, Edwards and Mcdowell eju",Wire_GZU,23588
Construction,"Trevino, Young and Hernandez cia",Fee_FPI,26002
Telecom,Bennett-Adams rms,POS_TYB,25337
Finance,Davis-Barnes byw,Wire_ZYW,27619
Software,"Watson, Ford and Jones awo",Wire_GZU,28996
Dining,Knapp Group xtj,Fee_FPI,26002
Education,Brown-Holland uyn,Wire_GZU,23588
Consulting,"Harvey, Maxwell and Miller udy",POS_JAR,27257
Dining,"Nguyen, Shields and Carroll val",Auto_UNU,20636
Travel,Guzman Inc zym,Transfer_GOO,25110
Telecom,Bennett-Adams rms,POS_TYB,25337
Education,"Friedman, Smith and Gonzales ojy",Fee_FPI,26002
Telecom,Ryan LLC yvg,POS_SNH,20041
Healthcare,Arroyo-Fisher kgz,ACH_CPG,23588
Education,Combs-Aguirre ktv,Auto_YDJ,26462
Finance,Galloway PLC sqw,Fee_FPI,26002
Telecom,"Lowery, Marsh and Mays nqw",ACH_CPG,22342
Healthcare,Gonzalez-Lee csp,POS_TYB,29810
Manufacturing,Burns-Allen fkb,Auto_YDJ,26462
Construction,"Hodges, Jarvis and Nelson qjt",Fee_FPI,26002
Travel,Baker-Davis qiy,POS_JAR,27257
Healthcare,Myers-Harris xqk,POS_JAR,27257
Travel,Nolan Ltd mjt,POS_SNH,27628
Education,Andrade and Sons zgf,Fee_FPI,26002
Finance,Charles LLC nmj,POS_JAR,25936
Travel,Copeland-Banks sef,POS_SNH,20041
Travel,Nolan Ltd mjt,POS_SNH,27628
Education,Jones-Robbins jwu,Transfer_GOO,21070
Finance,Saunders and Sons ymn,Auto_YDJ,22489
Dining,"Smith, Frye and Henry upy",Transfer_EQV,28867
Healthcare,Wright-Martin yry,POS_SNH,24334
Construction,Davis and Sons qcq,Transfer_EQV,23883
Healthcare,Chang and Sons hol,ACH_CPG,23588
Construction,Wiley-Sanchez lni,Auto_NXC,24334
Construction,Jackson PLC kyl,Auto_YDJ,22489
Healthcare,"Evans, Wells and Lynn hes",ACH_CPG,22342
Finance,Houston-Aguilar gxq,POS_JAR,27805
Finance,Stone Ltd ucp,Transfer_EQV,28867
Travel,Hall-Miller bsf,POS_TYB,22489
Manufacturing,Knapp-Miller zgd,POS_JAR,25936
Travel,"Freeman, Rowe and Frank epv",POS_SNH,20041
Telecom,Jones PLC bwr,ACH_CPG,22342
Manufacturing,Jordan-Jones qcs,ACH_CPG,22342
Telecom,"Gay, Bird and Rogers atb",Transfer_EQV,28867
Construction,"Hardin, Harrison and Cannon nwj",Fee_FPI,23814
Construction,Sanchez-Lowe onl,Auto_UNU,20636
Education,Howell-Moore ezl,Fee_FPI,23814
Software,Burns and Sons ihi,Transfer_GOO,21070
Telecom,Harrison-Farmer rqb,POS_JAR,27257
Telecom,Perkins Inc ffu,ACH_CPG,22342
Education,"Roy, Garner and Hunter hpw",Transfer_EQV,23883
Travel,Moore PLC zjs,POS_SNH,24334
Healthcare,Davis PLC tdp,Auto_NXC,23883
Education,Myers Inc rqf,Transfer_EQV,23883
Construction,Gilmore and Sons qgs,Auto_UNU,20636
Dining,Ruiz Ltd bdf,Transfer_EQV,23883
Healthcare,Sullivan Ltd rvr,Wire_GZU,28996
Healthcare,Howard-Ortiz zcj,POS_TYB,27805
Telecom,Ross-Dixon xxg,Wire_GZU,23588
Manufacturing,Christensen Group wqn,Transfer_EQV,23883
Education,"Gray, Williams and Daniels amy",Fee_FPI,24453
Finance,"Bolton, Gilbert and Gomez zdu",Auto_NXC,24965
Education,"Allen, White and Sanchez szo",Wire_GZU,23588
Travel,"Arnold, Estrada and Webb kfo",Transfer_EQV,23883
Travel,Rose-Wilson tpz,Auto_YDJ,26462
Construction,Mclaughlin-Harris idw,Wire_GZU,28996
Construction,"Hardin, Harrison and Cannon nwj",Fee_FPI,23814
Construction,Wright Inc apc,POS_SNH,23701
Software,Santos Ltd jdg,POS_TYB,22489
Healthcare,"Caldwell, Barron and Simmons ort",POS_SNH,29182
Telecom,Mclaughlin Inc ngi,Auto_NXC,24965
Manufacturing,Boone-Scott crx,POS_SNH,29182
Manufacturing,Rowe and Sons pqj,POS_TYB,29810
Construction,Wilson PLC pum,Auto_NXC,23883
Consulting,"Webb, Castillo and Daniels zxa",POS_SNH,29182
Manufacturing,Garrett-Lee pte,Wire_GZU,23588
Manufacturing,Guerrero Ltd trz,Fee_FPI,23814
Consulting,Blankenship Ltd jni,Transfer_GOO,25110
Consulting,Hardy-Bailey iim,POS_SNH,23701
Finance,Harrison-Henderson sni,POS_JAR,27257
Travel,"Torres, Hudson and Mendoza vhh",POS_SNH,23701
Construction,Wilson PLC pum,Auto_NXC,23883
Travel,Thomas Ltd xvs,POS_TYB,29810
Consulting,"Martinez, Holland and Lewis pyc",POS_SNH,23701
Healthcare,Murray-Jenkins enm,Transfer_EQV,23883
Education,Jones-Robbins jwu,Transfer_GOO,21070
Telecom,"Williams, Montes and Santiago fmb",POS_JAR,27805
Healthcare,"Johnson, Carlson and Adams aac",POS_TYB,27805
Dining,"Pierce, Howard and Mathews pyj",Fee_FPI,24453
Finance,"Bolton, Gilbert and Gomez zdu",Auto_NXC,24965
Construction,"Davis, King and Thompson aop",ACH_CPG,23588
Telecom,Ryan LLC yvg,POS_SNH,20041
Finance,Lawrence-Jackson qwg,POS_TYB,27805
Construction,Mclaughlin-Harris idw,Wire_GZU,28996
Software,Klein-Hampton fdw,Auto_UNU,20636
Telecom,Parker-Woods wam,Transfer_GOO,25110
Dining,"Smith, Frye and Henry upy",Transfer_EQV,28867
Travel,"Freeman, Rowe and Frank epv",POS_SNH,20041
Finance,Christensen-Walters old,POS_JAR,25936
Consulting,"Foley, Kennedy and Miller kym",Auto_UNU,20636
Healthcare,"Evans, Wells and Lynn hes",ACH_CPG,22342
Education,Kelley-Smith xkm,POS_TYB,27805
Manufacturing,Johnson Ltd jkh,POS_JAR,27805
Travel,Nolan Ltd mjt,POS_SNH,27628
Manufacturing,Burns-Allen fkb,Auto_YDJ,26462
Education,Perez and Sons tbc,Wire_GZU,23588
Consulting,"Woods, Liu and Smith xhz",Wire_GZU,23588
Travel,"Freeman, Rowe and Frank epv",POS_SNH,20041
Consulting,Frazier Inc lwu,Wire_ZYW,27619
Healthcare,"Reed, Stanley and Nelson yfo",Auto_UNU,20636
Education,Ray PLC trz,Wire_GZU,23588
Dining,Gallegos and Sons fsi,POS_SNH,29182
Construction,Benton Ltd beq,POS_SNH,27628
Finance,Wright Inc bqg,POS_TYB,27805
Dining,Schroeder Group ske,POS_JAR,25936
Education,"Woods, Anderson and Washington awq",Fee_FPI,26002
Education,"Gray, Williams and Daniels amy",Fee_FPI,24453
Dining,Graham-Bates aeq,POS_SNH,24334
Education,Cabrera Ltd prz,POS_SNH,20041
Manufacturing,Wagner-Romero wvn,Auto_YDJ,26462
Manufacturing,Lamb PLC mlx,POS_JAR,27257
Manufacturing,Ruiz and Sons cva,Transfer_EQV,23883
Travel,Aguilar LLC khd,ACH_CPG,22342
Travel,"Spencer, Johnson and Gordon tks",ACH_CPG,23588
Software,"Watson, Ford and Jones awo",Wire_GZU,28996
Manufacturing,"Jones, Velazquez and Crawford yyz",Auto_NXC,23883
Education,Palmer Group mlv,POS_JAR,27805
Healthcare,Schmidt PLC pqb,Auto_YDJ,22489
Manufacturing,Cline LLC sur,POS_TYB,29810
Telecom,Campbell LLC maj,Fee_FPI,24453
Consulting,Irwin-Henderson dyv,Transfer_GOO,21070
Consulting,"Martinez, Holland and Lewis pyc",POS_SNH,23701
Construction,Benton Ltd beq,POS_SNH,27628
Consulting,Wiggins LLC rhh,Wire_GZU,28996
Travel,"French, Rogers and Williams ixj",Auto_YDJ,26462
Manufacturing,"Harris, Diaz and Aguirre rrj",Transfer_GOO,25110
Healthcare,Davis PLC tdp,Auto_NXC,23883
Manufacturing,Guerrero Ltd trz,Fee_FPI,23814
Consulting,Vasquez PLC rjq,POS_TYB,29810
Consulting,"Foley, Kennedy and Miller kym",Auto_UNU,20636
Education,"Wilson, Beard and Rhodes poh",Fee_FPI,26002
Manufacturing,Johnson Ltd jkh,POS_JAR,27805
Finance,Aguirre-Peterson hyi,Auto_NXC,24965
Finance,"Bolton, Gilbert and Gomez zdu",Auto_NXC,24965
Manufacturing,Murray Inc blf,POS_SNH,20041
Travel,"Casey, Marshall and Collins aej",Wire_ZYW,27619
Construction,Sherman Group hus,POS_TYB,22489
Healthcare,"Everett, Gill and Woodward qxd",Wire_GZU,28996
Consulting,Adams Group prx,POS_SNH,29182
Manufacturing,Johnson-Roy utu,Wire_ZYW,27619
Education,Franco Group tbw,Auto_NXC,24334
Finance,"Miller, West and Martinez tie",Auto_NXC,23883
Manufacturing,Wright Inc uis,ACH_CPG,23588
Construction,Wiley-Sanchez lni,Auto_NXC,24334
Software,Rodriguez LLC aet,Fee_FPI,26002
Construction,"Kelly, Barker and Hernandez rni",POS_SNH,27628
Education,Kelley-Smith xkm,POS_TYB,27805
Healthcare,Arroyo-Fisher kgz,ACH_CPG,23588
Education,"Mcconnell, Franklin and Long dws",POS_SNH,20041
Education,"Cole, Silva and Hill irk",POS_TYB,27805
Finance,Sandoval Ltd haz,Wire_GZU,28996
Healthcare,Davis PLC tdp,Auto_NXC,23883
Manufacturing,Rowe and Sons pqj,POS_TYB,29810
Construction,"Brooks, Fisher and Hale xsh",POS_JAR,25936
Telecom,"Wright, Harris and Harrell sca",POS_SNH,20041
Finance,"Rios, Key and Green ydm",Fee_FPI,24453
Finance,"Lopez, Silva and Clark rye",Fee_FPI,23814
Telecom,Gonzalez LLC qrr,Wire_ZYW,27619
Healthcare,Patterson-Gardner qfj,Fee_FPI,24453
Finance,"Quinn, Taylor and Martin oob",Auto_YDJ,22489
Consulting,"Tapia, Gutierrez and Brewer ckp",Auto_YDJ,26462
Telecom,Harris and Sons zrd,Auto_YDJ,22489
Manufacturing,Knapp-Miller zgd,POS_JAR,25936
Travel,"Arnold, Estrada and Webb kfo",Transfer_EQV,23883
Travel,Gonzalez-Strickland vtl,POS_TYB,25337
Finance,"Fletcher, Shelton and Perez iyb",POS_JAR,25936
Healthcare,Morales-Jackson cke,POS_SNH,23701
Education,Gallegos Group lci,POS_SNH,29182
Finance,"Lopez, Silva and Clark rye",Fee_FPI,23814
Dining,"Dunn, Collins and Baird fcs",ACH_CPG,22342
Construction,"Reid, Scott and Powers vqr",Wire_GZU,28996
Manufacturing,"Jones, Velazquez and Crawford yyz",Auto_NXC,23883
Telecom,Castillo-Rubio ntc,POS_JAR,27257
Dining,Smith LLC uta,POS_SNH,24334
Software,Martin-Williams vpr,POS_TYB,25337
Manufacturing,"Brown, Martin and Lowery vkb",POS_JAR,25936
Finance,Saunders and Sons ymn,Auto_YDJ,22489
Education,Hart-James rxf,POS_TYB,27805
Consulting,"Patterson, Sweeney and Shepard zpt",Fee_FPI,24453
Consulting,Frazier Inc lwu,Wire_ZYW,27619
Finance,Charles LLC nmj,POS_JAR,25936
Manufacturing,White and Sons pqh,ACH_CPG,23588
Consulting,Miller and Sons ujq,POS_TYB,25337
Finance,"Sanders, Vega and Phillips uax",Auto_NXC,24965
Travel,Cannon-Simpson tnr,Auto_NXC,24965
Finance,Christensen-Walters old,POS_JAR,25936
Consulting,King and Sons him,Wire_ZYW,27619
Travel,Hale LLC ipo,Wire_ZYW,27619
Manufacturing,Landry-Simpson eer,Wire_GZU,28996
