merchant_group,merchant_name,cc_type,cc_code
Construction,Smith Group kuy,POS_ZTL,67569
Dining,Mcgrath-Estrada ojj,POS_ZTL,74271
Education,Kelley Inc scu,POS_ZTL,67569
Construction,Clark and Sons ofi,POS_OEC,73382
Education,"Scott, Flores and Todd pfa",POS_OEC,74402
Construction,Cole-Thomas yoi,POS_ZUC,69787
Finance,Singleton-Willis hhe,POS_FPA,70003
Real Estate,Silva Ltd vpx,POS_ZUC,69787
Real Estate,Downs and Sons yre,POS_OEC,74402
Logistics,"Rogers, Evans and Pearson hrv",POS_ZUC,69784
Healthcare,Fowler-Quinn bco,Fee_QAN,71290
Real Estate,"Miller, Romero and Chandler bmp",Card_JGO,74135
Telecom,"Huang, Wright and Blankenship wqz",Fee_RDT,72921
Telecom,"Morris, Parrish and Buck yny",Fee_QAN,71290
Telecom,White-Jenkins wdz,Fee_QAN,71290
Telecom,"Underwood, Hicks and Howard tai",Fee_QAN,71290
Education,Walton-Sanchez ozp,POS_ZTL,73407
Education,Simmons Group dyj,ACH_XEY,75996
Real Estate,Hicks-Bishop rmt,POS_FPA,72783
Logistics,"Cameron, Cabrera and Guzman ymd",Fee_RDT,72921
Education,Young-Smith cav,Fee_ZUT,66454
Construction,Peterson PLC qyd,Fee_ZUT,75987
Construction,Brown LLC rzc,Fee_QKA,75427
Logistics,Oneal-Tran vhi,ACH_XEY,75996
Telecom,"Peters, Johnson and Simon ohy",Fee_ZUT,70311
Energy,"Deleon, Douglas and Dudley vdr",Wire_HJN,71778
Education,Smith Group iwo,Fee_QKA,73407
Education,Waters Ltd ugq,ACH_YUU,67035
Construction,Nguyen Group qrx,Card_JGO,74135
Healthcare,York-Avila hue,POS_FPA,70003
Energy,Hayes LLC ghi,ACH_YUU,68064
Education,Mcgee PLC hel,POS_OEC,73382
Dining,Russell Group ghd,Wire_HJN,71778
Education,Kelley Inc scu,POS_ZTL,67569
Dining,"Griffith, Gray and Hernandez szx",POS_ZTL,67569
Logistics,"Hunter, Rodriguez and Griffin ztx",Card_JGO,74135
Education,Craig-Davis zct,Card_JGO,74135
Construction,Brock PLC zre,Fee_QKA,75191
Energy,Jackson Inc rqo,POS_OEC,74005
Dining,Stone-Daniels udb,POS_ZUC,74775
Energy,Jones-Jackson brk,Fee_ZUT,66454
Dining,Rush Group etx,POS_OEC,74402
Energy,Mann Inc tej,POS_ZUC,74775
Healthcare,Pittman Group xsu,POS_ZTL,74271
Energy,"Morales, Vega and Smith kkm",POS_FPA,70003
Healthcare,York-Avila hue,POS_FPA,70003
Energy,Howard Group fti,POS_ZTL,67569
Dining,Gomez-Wright jkl,Fee_ZUT,75987
Finance,Santana Inc svq,Fee_RDT,72921
Construction,Golden PLC xls,Fee_ZUT,75987
Telecom,"Rose, Estrada and Vincent hnk",Fee_QAN,71290
Education,Herring-Perry lpf,Wire_HJN,73382
Healthcare,"Powell, Durham and Johnston jwk",Fee_RDT,72921
Education,Kirby Ltd bik,Fee_QAN,73000
Education,Baker-Cobb dki,Fee_QKA,75427
Dining,"Fernandez, Pugh and Escobar xcf",ACH_XEY,75996
Real Estate,"Munoz, Frye and Mitchell egr",Fee_QKA,75427
Real Estate,Long-Fields tvf,Card_JGO,74135
Healthcare,Gomez-Turner yhk,POS_FPA,70003
Logistics,Hernandez-Novak xia,POS_ZTL,73407
Finance,Santana Inc svq,Fee_RDT,72921
Telecom,"Morris, Parrish and Buck yny",Fee_QAN,71290
Real Estate,Silva Ltd vpx,POS_ZUC,69787
Dining,Long-Brown mvg,Fee_ZUT,70311
Dining,"Smith, Leonard and Harris mnz",Wire_DPU,67903
Telecom,"Colon, Williams and Miller zdk",POS_ZUC,69787
Education,Baker-Cobb dki,Fee_QKA,75427
Finance,Mcgee Ltd kph,POS_OEC,73382
Dining,"Fernandez, Pugh and Escobar xcf",ACH_XEY,75996
Construction,Gonzalez and Sons wwu,Wire_HJN,71778
Telecom,Randall-Lee rsi,POS_ZTL,74271
Construction,Lowery Group wxv,Fee_RDT,72921
Real Estate,Sanders LLC tiz,Fee_QKA,75191
Telecom,Williamson Inc ggs,Card_JGO,74135
Healthcare,Casey PLC rrq,Fee_ZUT,70311
Logistics,Herrera and Sons crg,Fee_QAN,73000
Logistics,Johnson-Esparza qcn,Fee_RDT,72921
Healthcare,Frye Ltd tch,Fee_QAN,73000
Telecom,Powell and Sons tow,POS_FPA,72783
Logistics,Martinez Inc xln,Fee_ZUT,70311
Finance,"Gonzales, Griffin and Lloyd kcm",Fee_QKA,75427
Construction,Barber-Rodriguez kjl,Fee_QKA,73407
Healthcare,Hunter-Maldonado vhq,Fee_QKA,75191
Dining,"Ortiz, Hamilton and Ford ram",Fee_QKA,75191
Real Estate,Cortez-Lopez nvz,Fee_QKA,75191
Telecom,Garcia Ltd dej,POS_ZUC,69787
Telecom,Porter-Keller sti,Fee_QAN,71290
Finance,Melendez-Larson pdk,POS_OEC,74005
Finance,Fischer and Sons ike,Fee_QKA,75191
Healthcare,Blackwell PLC xyp,ACH_YUU,68064
Energy,Mitchell-Lopez ghr,Fee_QKA,75191
Construction,Sherman-Moore bpf,ACH_XEY,75996
Real Estate,Silva Ltd vpx,POS_ZUC,69787
Telecom,"Green, Crawford and Macias wog",POS_OEC,74402
Healthcare,Hernandez PLC enc,Card_JGO,74135
Construction,"Barajas, Hodges and English isg",Card_JGO,74135
Real Estate,Johnson Inc sfq,Card_JGO,74135
Education,Martin LLC mky,POS_OEC,74402
Telecom,"Rose, Estrada and Vincent hnk",Fee_QAN,71290
Finance,"Alvarez, Berry and Horn ebv",Card_JGO,74581
Construction,Patel-Ramsey kyk,POS_OEC,74005
Real Estate,Silva Ltd vpx,POS_ZUC,69787
Finance,"Nelson, Campbell and Williams gwv",POS_ZUC,69784
Dining,Short-Lee ddj,POS_FPA,70003
Telecom,Garcia Inc piv,Fee_QKA,75191
Construction,"Walker, Hamilton and Nichols vio",Fee_QKA,73407
Healthcare,"Williams, Lopez and Thomas ifm",POS_OEC,74402
Logistics,Anthony-Vasquez ozz,Fee_QKA,73407
Finance,Moyer Ltd lvx,POS_ZUC,69784
Finance,Gill-Young zpd,Wire_HJN,71778
Logistics,Oliver-Foley htc,Fee_QAN,71290
Finance,"Alvarez, Berry and Horn ebv",Card_JGO,74581
Healthcare,Bean Inc egf,POS_OEC,74005
Education,Garrett Ltd atw,Fee_QAN,73000
Energy,Kelly Group kyn,POS_ZUC,72783
Construction,Nguyen Group qrx,Card_JGO,74135
Healthcare,"Larson, Ray and Turner iin",POS_OEC,73382
Dining,"Gilbert, Hamilton and Lee syx",POS_ZTL,74271
Real Estate,"Wilson, Bush and Alvarez pkd",POS_ZUC,72783
Real Estate,"Collins, Garza and Barnes tpt",ACH_YUU,68064
Healthcare,Hunter-Maldonado vhq,Fee_QKA,75191
Dining,Curry and Sons foe,Fee_ZUT,66454
Energy,Lee-Mcconnell yun,POS_ZTL,67569
Telecom,Matthews Group izk,POS_OEC,74005
Real Estate,Sanchez-Wood hqv,Fee_QAN,73000
Finance,Church-Ferrell gem,Card_JGO,74581
Dining,Gomez-Wright jkl,Fee_ZUT,75987
Logistics,"Martinez, Franklin and Allen utk",POS_ZUC,72783
Telecom,Jones-Burnett lks,POS_ZTL,67569
Energy,White and Sons ids,Wire_DPU,67903
Real Estate,"Joyce, Richardson and Hodge kjx",Card_JGO,74581
Dining,Short-Lee ddj,POS_FPA,70003
Education,Kirby Ltd bik,Fee_QAN,73000
Logistics,Dixon-Alexander mbh,Fee_ZUT,70311
Dining,Reyes Group pvl,POS_OEC,74005
Telecom,Bryant-Hall ltx,Card_JGO,74581
Real Estate,Cole and Sons bpv,Card_JGO,74581
Logistics,Clark Ltd gjd,POS_FPA,70003
Telecom,"Colon, Williams and Miller zdk",POS_ZUC,69787
Dining,"Barnett, Mcdaniel and Duncan oet",POS_FPA,70003
Energy,Gonzalez Inc osj,ACH_XEY,75996
Energy,Thompson and Sons hdq,Wire_HJN,71778
Real Estate,"Munoz, Frye and Mitchell egr",Fee_QKA,75427
Education,Simmons Group dyj,ACH_XEY,75996
Telecom,Palmer-Smith hmf,ACH_YUU,67035
Telecom,Jones-Burnett lks,POS_ZTL,67569
Education,Atkinson LLC qzj,Fee_ZUT,66454
Logistics,"Garcia, Williams and Barron tjc",POS_ZUC,74775
Logistics,"Drake, Davis and Ward gfe",POS_ZUC,72783
Construction,Gallegos-Parker dao,POS_ZUC,74775
Education,Hill LLC mpp,POS_ZTL,74271
Healthcare,Lopez Ltd bij,Wire_HJN,73382
Logistics,Clark-Deleon oqs,POS_ZUC,72783
Dining,"Smith, Leonard and Harris mnz",Wire_DPU,67903
Finance,Gill-Young zpd,Wire_HJN,71778
Logistics,Wyatt PLC gjs,Card_JGO,74135
Logistics,"Smith, Silva and Leach mwj",Card_JGO,74135
Real Estate,Downs and Sons yre,POS_OEC,74402
Telecom,Palmer-Smith hmf,ACH_YUU,67035
Healthcare,Jones and Sons hil,Wire_DPU,67903
Real Estate,Downs and Sons yre,POS_OEC,74402
Logistics,Maynard-Frey ljv,POS_OEC,74402
Dining,Mcknight-Rhodes uos,Fee_ZUT,75987
Logistics,"Cameron, Cabrera and Guzman ymd",Fee_RDT,72921
Construction,Kelly-Ross bgl,Fee_ZUT,75987
Real Estate,Jones-Foster qfb,ACH_XEY,75996
Real Estate,Montgomery-Hughes arw,POS_OEC,74402
Real Estate,Ortiz-Smith utk,POS_ZUC,69787
Energy,Gordon Ltd dhw,Wire_HJN,73382
Finance,Ross PLC rof,Fee_QKA,75427
Real Estate,Allen-Clements xee,POS_OEC,73382
Real Estate,Fleming LLC dsr,ACH_YUU,67035
Telecom,Cohen-Gibson ibx,Fee_QAN,70240
Real Estate,Lopez and Sons omd,POS_ZTL,67569
Energy,Tapia-Castillo jlw,Fee_ZUT,66454
Energy,White and Sons ids,Wire_DPU,67903
Energy,Lozano-Moyer psu,POS_ZTL,67569
Real Estate,Sanders LLC tiz,Fee_QKA,75191
Energy,Rios Inc vnt,ACH_YUU,68064
Healthcare,Hill-Lynch auk,POS_OEC,73382
Telecom,"Fletcher, Morris and Murphy xqt",POS_FPA,70003
Energy,Mitchell-Lopez ghr,Fee_QKA,75191
Logistics,Herrera and Sons crg,Fee_QAN,73000
Telecom,"Knight, Alvarez and Johnson izk",Fee_RDT,72921
Real Estate,Smith PLC csa,Wire_HJN,73382
Education,Kelley Inc scu,POS_ZTL,67569
Dining,Campbell Ltd psi,Fee_ZUT,75987
Telecom,Williamson Inc ggs,Card_JGO,74135
Healthcare,Barrett-Davis wvk,Card_JGO,74135
Finance,Ryan-Murray ygi,POS_OEC,74402
Logistics,"Wagner, Young and Johnson jcg",Card_JGO,74581
Energy,"Jones, Henderson and Smith yvu",Fee_QAN,70240
Dining,"Gilbert, Hamilton and Lee syx",POS_ZTL,74271
Healthcare,Camacho-Cook iee,Card_JGO,74135
Education,Russell LLC rua,POS_ZUC,74775
Energy,"Johnston, Shaw and Smith lqi",Wire_HJN,73382
Education,"Garrett, Turner and Morris ijt",Card_JGO,74581
Construction,Sharp Inc cyo,POS_OEC,74005
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311
Energy,White and Sons ids,Wire_DPU,67903
Finance,"Frank, Dawson and Graham lrt",Wire_DPU,67903
Finance,"Pittman, Taylor and Henderson bgu",POS_ZUC,69787
Construction,Gonzalez and Sons wwu,Wire_HJN,71778
Real Estate,Long-Fields tvf,Card_JGO,74135
Education,"Russell, Mclean and Salazar awb",POS_ZUC,74775
Construction,"Johnson, Russo and Blair jhw",POS_ZTL,74271
Dining,Farrell Inc hiw,POS_OEC,74005
Logistics,"Hunter, Rodriguez and Griffin ztx",Card_JGO,74135
Education,Torres-Brown ihk,Wire_HJN,71778
Energy,Gordon Ltd dhw,Wire_HJN,73382
Construction,Peterson PLC qyd,Fee_ZUT,75987
Construction,Cole-Thomas yoi,POS_ZUC,69787
Finance,"Lynch, Price and Fisher awe",Fee_QAN,70240
Finance,Ryan-Murray ygi,POS_OEC,74402
Dining,Taylor Ltd lmw,Card_JGO,74581
Dining,"Griffith, Gray and Hernandez szx",POS_ZTL,67569
Real Estate,"Mayo, Cole and Robbins hdn",POS_OEC,73382
Construction,Sherman-Moore bpf,ACH_XEY,75996
Construction,Williams-Castillo lgn,POS_ZUC,69787
Energy,Perez Group wkt,POS_ZUC,72783
Construction,Burke Inc cus,Fee_QAN,70240
Real Estate,Harding-Hernandez bcw,Fee_ZUT,66454
Real Estate,Long-Fields tvf,Card_JGO,74135
Finance,"Alvarez, Berry and Horn ebv",Card_JGO,74581
Construction,"Yates, Gibson and Weber wqz",POS_ZTL,74271
Finance,Larsen and Sons pbb,Wire_DPU,67903
Telecom,"Underwood, Hicks and Howard tai",Fee_QAN,71290
Finance,Wagner-Gonzales hyr,ACH_YUU,67035
Construction,Sherman-Moore bpf,ACH_XEY,75996
Telecom,"Smith, Rivera and Gibson cii",Fee_QKA,73407
Energy,"Deleon, Douglas and Dudley vdr",Wire_HJN,71778
Education,Atkinson LLC qzj,Fee_ZUT,66454
Finance,Dorsey-Sanchez lbv,POS_OEC,73382
Construction,Diaz-Yang pke,Fee_QKA,75191
Education,"Scott, Flores and Todd pfa",POS_OEC,74402
Logistics,Peterson-Douglas qxd,POS_ZUC,69784
Finance,"Wilkinson, Peterson and Thompson wfe",POS_OEC,74005
Real Estate,"Morgan, Perez and Nunez dit",POS_ZTL,74271
Telecom,Garcia Inc piv,Fee_QKA,75191
Logistics,"Rogers, Evans and Pearson hrv",POS_ZUC,69784
Dining,Anderson and Sons gdw,POS_ZTL,73407
Logistics,Fischer PLC wam,Fee_ZUT,66454
Dining,Short-Lee ddj,POS_FPA,70003
Education,Walton-Sanchez ozp,POS_ZTL,73407
Real Estate,"Mills, Brock and Austin lkx",ACH_YUU,67035
Education,Walton-Sanchez ozp,POS_ZTL,73407
Finance,Larsen and Sons pbb,Wire_DPU,67903
Construction,Crawford Ltd kiz,POS_ZTL,67569
Construction,Barber-Rodriguez kjl,Fee_QKA,73407
Real Estate,Rodriguez Ltd ivx,Fee_QAN,71290
Construction,Richardson-Monroe ybs,Fee_QAN,70240
Energy,Gordon Ltd dhw,Wire_HJN,73382
Energy,Hensley-Bond fuu,Fee_ZUT,66454
Real Estate,"Nelson, Johnson and Anthony wvj",POS_ZUC,72783
Finance,Moyer Ltd lvx,POS_ZUC,69784
Education,Carpenter-Aguirre yon,Fee_ZUT,70311
Real Estate,Stuart Inc qfi,Wire_HJN,71778
Energy,Hernandez and Sons fkb,Fee_ZUT,75987
Finance,Mata Group zyh,Card_JGO,74135
Real Estate,Sims Ltd psk,Fee_QAN,71290
Real Estate,Lopez and Sons omd,POS_ZTL,67569
Real Estate,Becker and Sons wcb,POS_ZUC,69787
Real Estate,"Mills, Brock and Austin lkx",ACH_YUU,67035
Education,Mcgee PLC hel,POS_OEC,73382
Real Estate,Cortez-Lopez nvz,Fee_QKA,75191
Telecom,"Ray, Miller and Anderson xbh",Fee_ZUT,75987
Healthcare,"Obrien, Huang and Garcia jfj",POS_FPA,70003
Logistics,Oliver-Foley htc,Fee_QAN,71290
